source_file,category_name_original,category_name_english,item_name_original,item_name_english,item_description_original,item_price,item_additional_notes
Harits_New Taipei City (1).json,海鮮料理,Seafood,薑絲中卷,Stir-Fried Squid with Shredded Ginger,,,夏季限定
Harits_New Taipei City (1).json,海鮮料理,Seafood,乾煎魚,Pan-Fried Fish,,,時價
Harits_New Taipei City (9).json,坦杜里美味前菜,,窯烤香辣雞塊,Murg ke Tikkey,,ntd 380,
Harits_New Taipei City (9).json,坦杜里美味前菜,,坦杜里雞腿-二隻,Dilwala Tandoori Murg Half,,ntd 380,
Harits_New Taipei City (9).json,坦杜里美味前菜,,白醬窯烤嫩雞塊,Murg Malai Kebab,,ntd 400,
Harits_New Taipei City (9).json,坦杜里美味前菜,,(清真) 孜然風味羊肉條,Raunak E Seekh Kebab,,ntd 380,
Harits_New Taipei City (9).json,坦杜里美味前菜,,窯烤無骨鯛魚,Ajwani Machli Tikka,,ntd 380,
Harits_New Taipei City (9).json,坦杜里美味前菜,,皇家檸檬烤蝦,Ajwani Tandoori Jhinga,,ntd 580,
Harits_New Taipei City (9).json,美味雞肉咖哩,,奶油雞肉咖哩,Murg Makhani Masala,,ntd 380,
Harits_New Taipei City (9).json,美味雞肉咖哩,,風味菠菜咖哩雞,Murg Saag Wala,,ntd 380,
Harits_New Taipei City (9).json,美味雞肉咖哩,,香辣雞肉馬鈴薯,Murg Vindaloo,,ntd 380,
Harits_New Taipei City (9).json,美味雞肉咖哩,,洋蔥青椒炭烤咖哩雞,Murg Kadai,,ntd 380,
Harits_New Taipei City (9).json,美味羊肉咖哩 (清真),,菠菜綠醬羊肉,Gosht Saagwala,,ntd 410,
Harits_New Taipei City (9).json,美味羊肉咖哩 (清真),,旁遮普傳統羊肉,Gosht Rahra,,ntd 410,
Harits_New Taipei City (9).json,美味海鮮咖哩,,炭烤魚咖哩,Fish Tikka Masala,,ntd 380,
Harits_New Taipei City (9).json,美味海鮮咖哩,,炭烤蝦仁咖哩,Jhinga Tikka Masala,,ntd 410,
Harits_New Taipei City (9).json,素食鮮蔬咖哩,,炭烤茄子泥咖哩,Baigan Patiala,,ntd 310,
Harits_New Taipei City (9).json,素食鮮蔬咖哩,,阿姆利則洋蔥青椒酪塊,Amritsari Kadai Paneer,,ntd 310,
Harits_New Taipei City (9).json,素食鮮蔬咖哩,,菠菜風味酪塊,Palak Paneer,,ntd 310,
Harits_New Taipei City (9).json,印度風格豆類咖哩,,鮮奶油黑扁豆咖哩,Dal Makhani,,ntd 300,
Harits_New Taipei City (9).json,美味烤餅,,奶油烤餅,Butter Naan,,ntd 75,
Harits_New Taipei City (9).json,美味烤餅,,蒜香烤餅,Garlic Naan,,ntd 75,
Harits_New Taipei City (9).json,美味烤餅,,全麥手工抓餅,Lachha Parontha,,ntd 90,
Harits_New Taipei City (9).json,飯,,印度香米白飯,Steamed Basmati Rice,,ntd 85,
Harits_New Taipei City (9).json,飯,,薑黃飯,Sabz Pulao,,ntd 160,
Harits_New Taipei City (7).json,季節時蔬,,山蘇小魚乾,Stir-fried fern and dried fish,,220,
Harits_New Taipei City (7).json,三杯香氣十足,,三杯中卷,Stewed squid with san-bei sauce,,420,
Harits_New Taipei City (7).json,三杯香氣十足,,山藥蘆筍炒百合,Stir-fried yam asparagus and lily,,320,
Harits_New Taipei City (7).json,三杯香氣十足,,三杯雞,Stewed en with san-bei sauce 3,,420,
Harits_New Taipei City (7).json,三杯香氣十足,,陶板絲瓜燴百菇,Boiled luffa with assorted mushroom,,280,
Harits_New Taipei City (7).json,三杯香氣十足,,三杯杏鮑菇,Stewed king oyster mushroom with san-bei sauce,,380,
Harits_New Taipei City (7).json,三杯香氣十足,,高山高麗菜,Stir-fried cabbage,,150,
Harits_New Taipei City (7).json,三杯香氣十足,,高山櫻花蝦高麗菜,Stir-fried sakura shrimp and cabbage,,200,
Harits_New Taipei City (7).json,三杯香氣十足,,金銀莧菜,Stir-fried Chinese spinach with salted egg and century egg,,200,
Harits_New Taipei City (7).json,三杯香氣十足,,季節時蔬,Seasonal vegetables,,180,
Harits_New Taipei City (4).json,海鮮類,Seafood,沙拉龍蝦,Lobster salad,"各式龍蝦 Fresh lobster: (生、高湯管線或港) Served as sashimi, roasted in supreme stock or steamed",Seasonal Price 時價,
Harits_New Taipei City (4).json,海鮮類,Seafood,高麗魚條,Deep fried sliced fish,,,
Harits_New Taipei City (4).json,海鮮類,Seafood,紅蟳米糕,Glutinous rice with crab,"各式紅蟳 Fresh crab: (清蒸、醬爆或芙蓉) Served steamed, sautéed with bean sauce or sautéed with egg",Seasonal Price 時價,
Harits_New Taipei City (4).json,海鮮類,Seafood,台南炒鱔魚,Stir fried swamp eel,,每份175,
Harits_New Taipei City (4).json,海鮮類,Seafood,金錢蝦餅,Deep fried shrimp croquette,,每份250,
Harits_New Taipei City (4).json,海鮮類,Seafood,蒜絨鱈魚,Fried codfish seasoned with garlic,,每兩45,
Harits_New Taipei City (4).json,海鮮類,Seafood,香煎龍衣,Omelette with minced shrimp & garlic,,每份290,
Harits_New Taipei City (4).json,海鮮類,Seafood,豆油魚片,Fried sliced fish with soy sauce,,,
Harits_New Taipei City (4).json,海鮮類,Seafood,芙蓉蟳腿,Steamed egg with crab meat,,,
Harits_New Taipei City (8).json,坦杜里美味前菜,Tandoon Starters Appetizers (Non-Vegetarian)Khazana-e- Aatish Treasures from Clay Oven.,窯烤香辣雞塊,Murg ke Tikkey,Boneless Chicken Taghmarinated with Punjabi Masala prepared in Clay Oven,415,
Harits_New Taipei City (8).json,坦杜里美味前菜,Tandoon Starters Appetizers (Non-Vegetarian)Khazana-e- Aatish Treasures from Clay Oven.,坦杜里雞腿-四隻,Dilwala Tandoori Murg Full,"The King of Kebabs and the Best Known Indian delicacy of Chicken, well Marinated with Spiced Yogurt & Cooked in Clay Oven. All time Indian Favourite.",750,
Harits_New Taipei City (8).json,坦杜里美味前菜,Tandoon Starters Appetizers (Non-Vegetarian)Khazana-e- Aatish Treasures from Clay Oven.,白醬窯烤嫩雞塊,Murg Malai Kebab,"Bonesless Chicken Thigh flavoured with Indian Spices, Marinated with Home made Indian cream & cashewnuts cooked in Clay Oven.",440,
Harits_New Taipei City (8).json,坦杜里美味前菜,Tandoon Starters Appetizers (Non-Vegetarian)Khazana-e- Aatish Treasures from Clay Oven.,(清真)孜然風味羊肉條,Raunak E Seekh Kebab,"Minced Lamb, Shaped in Sausage Style. Roasted on Skewers with Authentic Indian Spices.",415,
Harits_New Taipei City (8).json,坦杜里美味前菜,Tandoon Starters Appetizers (Non-Vegetarian)Khazana-e- Aatish Treasures from Clay Oven.,窯烤無骨鯛魚,Ajwani Machli Tikka,Fillet pieces of fish Flavoued with Caraway Seeds skewered in Clay Oven.,415,
Harits_New Taipei City (8).json,坦杜里美味前菜,Tandoon Starters Appetizers (Non-Vegetarian)Khazana-e- Aatish Treasures from Clay Oven.,皇家檸檬烤蝦,Ajwani Tandoori Jhinga,"Jumbo Prawns Marinated with Ajwain, Red chillies, Turmeric Powder, Spices Skewered in Clay Oven.",625,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,原味香料脆餅,Plain Papad,,$40,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,印式原味優格,Plain Yogurt,,$60,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,今日例湯,Daily Soup,,$80,(周間限定 Weekdays Only)
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,蔬菜香料脆餅,Masala Papad,,$70,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,鮮蔬沙拉盤,Green Salad,,$100,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,蔬菜咖哩角,Veg. Samosa,,$120,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,番茄湯,Tomato Soup,,$90,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,印式蔬菜優格,Mixed Raita,,$100,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,印度風洋蔥圈,Onion Bhaji,,$180,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,扁豆湯,Dal Soup,,$90,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,印度炸乳酪條,Paneer Pakora,,$220,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,蘑菇湯,Mushroom Soup,,$90,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,綜合炸物拼盤,Mixed Startar,,$300,
Harits_Namaste Indian Restaurant (1).json,開胃菜&小物,Appetizer&Snacks,雞肉湯,Chicken Soup,,$100,
Harits_Namaste Indian Restaurant (5).json,開胃菜&小物,Appetizer&Snacks,原味香料脆餅,Plain Papad,,$40,
Harits_Namaste Indian Restaurant (5).json,開胃菜&小物,Appetizer&Snacks,蔬菜香料脆餅,Masala Papad,,$70,
Harits_Namaste Indian Restaurant (5).json,開胃菜&小物,Appetizer&Snacks,蔬菜咖哩角,Veg. Samosa,,$120,
Harits_Namaste Indian Restaurant (5).json,開胃菜&小物,Appetizer&Snacks,印度風洋蔥圈,Onion Bhaji,,$180,
Harits_Namaste Indian Restaurant (5).json,開胃菜&小物,Appetizer&Snacks,印度炸乳酪條,Paneer Pakora,,$220,
Harits_Namaste Indian Restaurant (5).json,開胃菜&小物,Appetizer&Snacks,綜合炸物拼盤,Mixed Starter,,$300,
Harits_Buffalo American Restaurant BFLO (5).json,Iced Tea,Iced Tea,濃縮義式咖啡,,,100,
Harits_Buffalo American Restaurant BFLO (5).json,Iced Tea,Iced Tea,水蜜桃冰茶,Peach Iced Tea,,130,
Harits_Buffalo American Restaurant BFLO (5).json,Iced Tea,Iced Tea,檸檬冰茶,Lemon Iced Tea,,130,
Harits_Buffalo American Restaurant BFLO (5).json,Espresso Soda,Espresso Soda,氣泡美式咖啡,,,130,
Harits_Buffalo American Restaurant BFLO (5).json,Espresso Soda,Espresso Soda,威士忌蘇打,Whiskey HighBall,,$200,
Harits_Buffalo American Restaurant BFLO (5).json,TEA,TEA,金湯尼,Gin & Tonic,,$200,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,藍莓優格紅葉茶,Blueberry-Yogurt Roobios Tea,博士茶、藍莓、蔓越莓、優格、矢車菊,-150,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,橙花紅葉茶,Orange-Eucalyptus Roobios Tea,博士茶、尤加利樹葉、橘皮、橙花,-150,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,甜橙瑪黛花茶,Mate Sweet Orange,瑪黛茶、甘草、矢車菊、橙皮,-150,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,百寧茶,Perfect World,香蜂香、薄荷葉、薰衣草、檸檬草、 甘菊、玫瑰花瓣、黑莓葉、金盞草花,-150,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,巴比金湯尼,Bobby's Gin Tonic,,$200,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,外交官朗姆酒辣薑汁汽水,Rum Ginger Buck,,$200,
Harits_Buffalo American Restaurant BFLO (5).json,Herbal Tea,Herbal Tea,義大利 葡萄柚氣泡,Aperol Grapefruit Soda,,$200.,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,精選西班牙索蘭諾火腿,Serrano Ham,,350,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,炸西班牙小青椒,Piparras (Fried Green Chilli),,190,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,伊比利原味香腸,Iberian Salchichon,,250,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,火烤蘆筍佐羅曼斯可醬,Grilled Asparagus with Romesco Sauce,,420,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,西班牙經典臘腸,Iberian Chorizo,,250,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,酥炸墨魚奶球,Calamari Croquettes,,280,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,西班牙大里肌臘腸,Iberian Lomo,,320,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,酥炸菠菜起司奶球,Spinach Croquettes,,280,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,西班牙伊比利火腿,Iberian Ham(24 Months),,780,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,火烤章魚腳佐香菜青醬,Grilled Octopus with Green Mojo Sauce,,480,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,西班牙曼徹格起司,Cheese Manchego,,360,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,加利西亞香煎花枝,Pan-Fried Calamari,,560,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,西班牙綜合冷肉切盤,Mixed Platter,,,
Harits_La Mesa 中山 - ZhongShan.json,TAPAS,TAPAS,西班牙香腸佐杏鮑菇,Grilled Chorizo with Mushroom,,250,
Harits_La Mesa 中山 - ZhongShan.json,MAIN COURSE,MAIN COURSE,焦糖洋蔥花枝佐墨魚醬,Onion Squid with Ink Sauce,,480,
Harits_La Mesa 中山 - ZhongShan.json,MAIN COURSE,MAIN COURSE,松露油牛肝蕈寬麵,Pappardelle Mushroom & with Truffle Oil,,480,
Harits_La Mesa 中山 - ZhongShan.json,MAIN COURSE,MAIN COURSE,油烤蒜味蝦,Garlic Shrimp,,340,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,馬德里風味燉牛肚,Callos (Beef Tripe Stew),,350,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,比利牛斯風味肉醬水管麵,Bolognese Sauce Paccheri in,,460,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,自製長棍麵包,Bread,,50,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,生氣的蛋,Huevos Rotos (Broken Eggs) with Ham,,430,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,低溫烘烤豬菲力,Sous-vide Pork Filet,,600,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,綜合橄欖,Marinated Olives,,120,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,白鯷魚(附麵包),Anchovies in Vinegar (with bread),,240,
Harits_La Mesa 中山 - ZhongShan.json,APPETIZER,APPETIZER,西班牙香酥蒜味牛排,Garlic Ribeye Steak (USDA Choice / 10oz),,1100,
Harits_La Mesa 中山 - ZhongShan.json,PAELLA,PAELLA,空氣長棍佐西班牙火腿,"Air Baguette, Salmorejo & Ham",,260,
Harits_La Mesa 中山 - ZhongShan.json,PAELLA,PAELLA,嫩煎鱸魚佐奶油醬汁,Pan-Fried Seabass with Butter Sauce,,520,
Harits_La Mesa 中山 - ZhongShan.json,PAELLA,PAELLA,海鮮飯 招牌西班牙,Seafood Paella,,950,
Harits_La Mesa 中山 - ZhongShan.json,PAELLA,PAELLA,"布拉塔佐番茄橄欖,開心果青醬","Burrata, Tomato, Pistachio Pesto",,400,
Harits_La Mesa 中山 - ZhongShan.json,PAELLA,PAELLA,墨魚海鮮飯,Black Paella w/ Seasonal Fish,,950,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,櫛瓜沙拉,Zucchini Salad,,400,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,嫩煎肥肝鴨胸飯,Duck Paella with Foie,,1280,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,提拉米蘇,Tiramisu,,240,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,芝麻葉沙拉佐西班牙火腿,Rocket Salad with Serrano Ham,,480,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,招牌蔬食飯,Vegetables Paella,,780,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,巴斯克起司蛋糕,Basque Cheese Cake,,240,
Harits_La Mesa 中山 - ZhongShan.json,DESSERTS,DESSERTS,義式生牛肉薄片,Beef Carpaccio,,380,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,紐奧良香烤雞腿,,,220,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,香煎薄鹽鯰魚排,,,220,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,雞腿排&青醬燉飯,,,300,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,法式焦糖蘋果豬排,,,240,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,鮮魚排&茄汁義大利麵,,,300,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,酥炸黃金厚切豬排,,,240,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,海水鮮魚 整尾,,,260,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,沙朗牛排&松露燉飯,,,330,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,沙朗牛排&蒜香義大利麵,,,0.33,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,紐西蘭沙朗牛排(200g),,,320,
Harits_Ya Chu Tingyuan Restaurant (1).json,超人氣組合·附湯,SPECIAL,爐烤酸菜德國豬腳,,,540,
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,墨西哥雞肉義大利麵,,,220,🌶
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,焗烤野姑蔬菜燉飯,,,260,表 發
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,野姑蔬菜燉飯,,,220,松露
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,青醬蛤蜊義大利麵,,,240,
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,野姑蔬菜燉飯,,,220,青
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,焗烤鯰魚蔬菜燉飯,,,280,
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,蘑菇/黑胡椒牛肉義大利麵,,,260,
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,焗烤海鮮斜管麵/飯,,,320,
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,野菇蔬菜燉飯,,,220,番茄
Harits_Ya Chu Tingyuan Restaurant (1).json,焗烤˙附湯,BAKED,茄汁海鮮義大利麵,,,280,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,番紅花奶油干貝義大利麵,Cream of Saffron Pasta with Seafood,蒜末、洋蔥、番紅花、干貝、蝦子、透抽、蛤蜊、鮮奶油、青花菜,NT280,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,青醬奶油海鮮義大利麵,Cream of Pesto Pasta with Seafood,青醬、白醬、鮮奶油、青花菜、洋蔥、蝦子、蛤蜊、小卷、魚片,NT239,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,奶油海鮮義大利麵,Alfredo Sauce Pasta with Seafood,鮮奶油、青花菜、洋蔥、蝦子、蛤蜊、小卷、魚片,NT239,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,動傳洪蘭,Stir-Fried Pasta with Garlic & Steak,,NT280,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,明太子小卷千貝義大利麵,Cream of Mentaiko Pasta with Scallops & Squid,鮮奶油、明太子、干貝、小卷、青花菜,NT250,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,青醬奶油蛤蜊義大利麵,Cream of Pesto Paste with Clams,青醬、白醬、鮮奶油、洋蔥、蛤蜊、菇片,NT229,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,蒜香干貝海鮮義大利麵,Stir-Fried Pasta with Garlic & Seafood,蒜末、蛤蜊、蝦子、干貝、小卷、青花菜,NT250,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,番茄蛤蜊義大利麵,Tomato Sauce Pasta with Clams,新鮮番茄sauce、蒜末、洋蔥、蛤蜊,NT229,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,蝦醬鮮蝦干貝義大利麵,Shrimp Sauce Pasta with Shrimps & Scallops,洋蔥、菇片、蝦子、干貝、青花菜、蒜末,NT250,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,蒜香白酒蛤蜊義大利麵,Sprpretti Wongsle,蒜末、蛤蜊、白酒,NT219,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,番茄海鮮義大利麵,Tomato Sauce Pasta with Seafood,新鮮番茄sauce、洋蔥、蒜末、蝦子、蛤蜊、小卷、紅黃椒、魚片,NT239,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,經典培根蛋奶義大利麵,Spaghetti Carbonara,鮮奶油、帕瑪森起司、培根、新鮮雞蛋、青花菜、洋蔥,NT219,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,今日湯、飲料,Soup of the day. (Black Tea or Sugar Free Green Tea),,NT70,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,今日湯、飲料(紅茶or無糖綠茶),Soup of the day. (Black Tea or Sugar Free Green Tea),,NT70,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料(紅茶or無糖綠茶),"Salad(Caesar/Japanese Style Dressing), Soup of the Day. Beverage (Black Tea or Sugar Free Green Tea)",,NT100,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料,"Salad (Caesar/Japanese Style Dressing). Soup of the Day, Beverage (Black Tea or Sugar Free Green Tea)",,NT100,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料(紅茶or無糖綠茶)、原味奶酪,"Salad(Caesar/Japanese Style Dressing). Soup of the Day. Beverage (Black Tea or Sugar Free Green Tea), Panna Cota",,NT129,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料(紅茶or無糖綠茶)、原味奶酪,"Salad(Caesar/Japanese Style Dressing). Soup of the Day, Beverage (Black Tea or Sugar Free Green Tea), Panna Cota",,NT129,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料,"Salad(Caesar/Japanese Style Dressing), Soup of the Day. Beverage (Black Tea or Sugar Free Green Tea). Crazy Crunchy Fries",,NT149,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料(紅茶or無糖綠茶)、Crazy脆脆薯,Salad (Caesar/Japanese Style Dressing). Soup of the Day. Beverage (Black Tea or Sugar Free Green Tea). Crazy Crunchy Fries,,NT149,
Harits_Crazy MaMa (1).json,義大利麵,Pasta,沙拉(凱薩/和風)、今日湯、飲料,"Salad(Caesar/Japanese Style Dressing). Soup of the Day. Beverage (Black Tea or Sugar Free Green Tea), Creme Brulee",,NT169,
