source_file,category_name_original,category_name_english,item_name_original,item_name_english,item_description_original,item_price,item_additional_notes
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,豆漿,,,,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,肉鬆蛋餅,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,培根蛋堡,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,咖啡牛奶,,,,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,火腿蛋餅,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,火腿蛋堡,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,柳橙汁,,,,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,培根蛋餅,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,豬柳蛋堡,,,45,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,無糖綠茶,,,,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,起士蛋餅,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,豬排蛋堡,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,玩具牛奶,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,熱狗蛋餅,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,漢堡類,,鮮蝦蛋堡,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,雞排蛋餅,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,雞腿蛋堡,,,55,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,肉片蛋餅,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,總匯蛋堡,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,意麵,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,咔啦雞腿蛋堡,,,60,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,鮪魚蛋餅,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,烏龍麵,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,豬柳蛋餅,,,45,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,巧克力堡,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,冬粉,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,豬排蛋餅,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,中餐類,,雞絲麵,,,,
daniele_NANTOU_早安美芝城水里國中 .json,土司類,,總匯蛋餅 50,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,鐵板麵類,,巧克力土司,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,鐵板麵類,,雞腿蛋餅,,,55,
daniele_NANTOU_早安美芝城水里國中 .json,鐵板麵類,,黑胡椒加蛋,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,鐵板麵類,,花生土司,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,鐵板麵類,,蔥抓餅加蛋,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,鐵板麵類,,蘑菇加蛋,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,三明治類,,草莓土司,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,三明治類,,火腿三明治,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,三明治類,,奶酥土司,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,肉鬆三明治,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,夾蛋土司,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,巧克力,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,鮪魚三明治,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,培根蛋土司,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,雞排三明治,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,花生,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,火腿蛋土司,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,草莓,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,咔啦三明治,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,肉鬆蛋土司,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,總匯三明治,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,奶酥,,,25,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,起士蛋土司,,,35,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,熱狗卷,,,15,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,肉片蛋土司,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,厚片系類,,香蒜,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,中式類,,雞排蛋土司,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,中式類,,豬排餐,,,45,
daniele_NANTOU_早安美芝城水里國中 .json,中式類,,鮪魚蛋土司,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,丹麥系列,,水煎餃,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,丹麥系列,,法國土司,,,40,
daniele_NANTOU_早安美芝城水里國中 .json,鬆餅系列,,小雞塊,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,鬆餅系列,,豬柳蛋土司,,,45,
daniele_NANTOU_早安美芝城水里國中 .json,卷餅系列,,豬排蛋土司,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,卷餅系列,,港式蘿蔔糕,,,30,
daniele_NANTOU_早安美芝城水里國中 .json,起酥系列,,鮮蝦蛋土司,,,50,
daniele_NANTOU_早安美芝城水里國中 .json,起酥系列,,鐵板熱狗,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,起酥系列,,雞腿蛋土司,,,55,
daniele_NANTOU_早安美芝城水里國中 .json,起酥系列,,煎肉片,,,20,
daniele_NANTOU_早安美芝城水里國中 .json,起酥系列,,咔啦雞腿蛋土司,,,60,
daniele_NANTOU_早安美芝城水里國中 .json,起酥系列,,荷包蛋,,,15,
daren_3.json,便當系列,,魯肉飯(小),,,25,
daren_3.json,咖哩系列,,魯肉飯(大),,,40,
daren_3.json,咖哩系列,,肉羹飯,,,50,
daren_3.json,咖哩系列,,菜 飯,,,60,
daren_3.json,咖哩系列,,排骨飯,,,90,
daren_3.json,咖哩系列,,蝦卷飯,,,90,
daren_3.json,咖哩系列,,焢肉飯,,,90,
daren_3.json,咖哩系列,,魚排飯,,,90,
daren_3.json,咖哩系列,,紅糟肉飯,,,90,
daren_3.json,咖哩系列,,雞腿飯,,,95,
daren_3.json,咖哩系列,,咖哩飯(小),,,50,
daren_3.json,咖哩系列,,咖哩飯(大),,,60,
daren_3.json,咖哩系列,,咖哩菜飯,,,85,
daren_3.json,咖哩系列,,咖哩排骨飯,,,90,
daren_3.json,咖哩系列,,咖哩雞腿飯,,,95,
daren_3.json,咖哩系列,,紫菜湯,,,15,
daren_3.json,咖哩系列,,魚丸湯,,,35,
daren_3.json,咖哩系列,,肉羹湯,,,40,
daren_3.json,咖哩系列,,肉羹麵,,,50,
daren_3.json,咖哩系列,,肉羹米粉,,,50,
daren_3.json,咖哩系列,,蛋 滷,,,10,
daren_3.json,咖哩系列,,絲 筍,,,30,
daren_3.json,咖哩系列,,白 白菜魯,,,30,
daren_3.json,咖哩系列,,小 菜,,,30,
daren_3.json,咖哩系列,,油豆腐 油,,,30,
daren_3.json,咖哩系列,,卷 蝦,,,40,
daren_3.json,咖哩系列,,骨,,,50,
daren_3.json,咖哩系列,,焢 肉,,,50,
daren_3.json,咖哩系列,,紅糟肉,,,50,
daren_3.json,咖哩系列,,雞 腿,,,55,
daren_4.json,湯 類,,肉焿湯,,,55,
daren_4.json,湯 類,,錦邊趖,,,65,
daren_4.json,湯 類,,苦瓜排骨湯,,,65,
daren_4.json,湯 類,,人蔘雞,,,65,
daren_4.json,湯 類,,蛤蜊雞,,,65,
daren_4.json,湯 類,,豬肚湯,,,65,
daren_4.json,湯 類,,鳳梨苦瓜雞,,,65,
daren_4.json,湯 類,,排骨酥,,,65,
daren_4.json,湯 類,,腦髓湯(豬腦),,,65,
daren_4.json,湯 類,,焢肉(片),,,45,
daren_4.json,湯 類,,滷鴨蛋,,,15,
daren_4.json,湯 類,,乾油麵,,,35,
daren_4.json,湯 類,,乾米粉,,,35,
daren_4.json,湯 類,,乾冬粉,,,35,
daren_4.json,湯 類,,肉焿油麵,,,65,
daren_4.json,湯 類,,肉焿米粉,,,65,
daren_4.json,湯 類,,肉焿冬粉,,,65,
daren_4.json,湯 類,,肉焿飯,,,65,
daren_4.json,湯 類,,燙 菜 燙青菜,,,,
daren_4.json,湯 類,,筍 乾,,,,
daren_4.json,湯 類,,油 油豆腐 腐,,,,
Harits_New Taipei City (44).json,湯類,Soup,砂鍋魚頭,Hot Pot with Stewed Fish Head in Casserole [Pre-order only],,,[需預約]
Harits_New Taipei City (44).json,湯類,Soup,干貝蒜頭雞湯,Scallop and Chicken Soup with Garlic [Pre-order only],,,[需預約]
Harits_New Taipei City (44).json,湯類,Soup,魚螺肉蒜湯,"Squid, Turban Snail and Leek Hot Pot",,,
Harits_New Taipei City (44).json,湯類,Soup,赤瓜手工肉丸湯,Meat Ball and Cucumber Soup,,,
Harits_New Taipei City (44).json,湯類,Soup,脆筍排骨湯,Rib and Bamboo Shoot Soup [Only offered in Winter ],,,[冬季限定 ]
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,暖心鍋物湯品,,牛肝菌蘆花雞鍋,,選用有產銷履歷文昌(蘆花)玉米雞肉質Q彈膠質成分高、燉煮牛肝菌、巴西蘑菇、茶樹菇 埔里乾香菇,498,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,暖心鍋物湯品,,酸菜白肉鍋,,"自製自然發酵山東大白菜,搭配產地台灣豬五花肉部位和老母雞熬煮特製湯頭,人口酸轉為甘甜",298,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,暖心鍋物湯品,,澎湖海菜湯,,產地台灣澎湖野生海菜和手工芹菜魚丸和蛋花清爽節油腻,138,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,魚池鄉紅茶,,使用南投魚池鄉紅茶葉與蔗糖由四道RO沖泡而成,,甜度固定
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,濃醇鮮奶茶,,魚池鄉紅茶和與蔗糖和鲜奶1:1黃金比例調製,,甜度固定
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,枸杞菊花露,,有機枸杞及杭菊和古法冬瓜磚熬煮,,甜度固定
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,阿梅酸梅湯,,桂花烏梅和數十種中藥材加入蔗糖熬煮,,甜度固定
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,桂花烏龍茶,,桂花和高山烏龍由四道RO過濾淨熱水沖泡而成,,無糖
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,菊花普洱,,雲南普洱和杭菊由四道RO過濾淨熱水沖泡而成,,無糖
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,八寶茶,,"韓國玉米鬚茶,新疆葡萄乾,熟芝麻、紅棗、枸杞、桂圓、杭菊山楂",,無糖
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,手工豆花,,,40,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,手工布丁,,,45,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,海尼根,,,75,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_0.json,嚐起來甜蜜蜜,,金牌台啤,,,75,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_1.json,繽紛羽翼館,,招牌香酥鴨,,"本店招牌之一整隻鴨熬煮浸泡12小時入味,慢火蒸熟再用大火酥炸而成,為傳統功夫菜餚",498,半隻
小團圓功夫私廚-高雄美食-左營中式料理餐廳_1.json,繽紛羽翼館,,文昌玉米蘆花雞,,選用有產銷履歷文昌(蘆花)玉米雞肉質Q彈膠質成分高【藤椒】特製藤椒醬汁創新好滋味【椒麻】秘製油潑辣子酱,268,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_1.json,繽紛羽翼館,,醬燒栗子雞,,"使用台灣卜蜂雞腿肉切塊,加入板栗和乾香菇噴香下飯",258,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_1.json,繽紛羽翼館,,川府辣子雞,,"使用台灣卜蜂雞腿肉切塊,大火酥炸加入乾辣椒和花椒拌炒香氣撲鼻",258,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_1.json,繽紛羽翼館,,豆乳香香雞,,"使用台灣卜蜂去骨雞腿肉切塊加入特製豆腐乳汁醃製12小時,再用大火酥炸而成",198,限單點
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,松露滑蛋鮮蝦,,"手工現剝6隻, 白蝦炒蛋,搭配義大利黑松露醬口口滿足",308,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,魚香烘蛋,,魚香味型為川菜主要傳統味型之 金黃烘蛋淋上香氣四溢的醬汁,168,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,蕃茄櫛瓜炒蛋,,經典蕃茄炒蛋加上翠綠櫛瓜 一天活力的來源,218,蛋奶素
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,鍋巴金莎豆腐,,金黃酥脆的鍋巴和雞蛋豆腐湯上鹹鴨蛋黃醬汁超級配飯,218,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,醬燒雞蛋豆腐,,選用中華非基改雞蛋豆腐酥炸使用龜甲萬醬油燒煮入味鹹香下飯,168,蛋奶素
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,麻婆鹽滷豆腐,,選用中華非基改鹽滷豆腐和豬絞肉及郫縣豆瓣醬拌炒,168,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,蛋燒絲瓜,,老闆說:小時候家裡絲瓜都是這麼煮滴!,168,蛋奶素
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,四季土豆燒茄,,源自重慶江湖菜色家常料理,218,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,季節時蔬,,每天吃一點不同的季節時蔬保持營養均衡,138,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,好愛蛋.青菜.豆腐,,薑爆猴頭菇,,今天不想吃肉嗎?那就點這個吧,228,蛋奶素
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,湘味臘肉炒飯,,使用台灣豬五花肉·高梁酒和花椒醃製曬乾由龍眼木燈煉而成的臘肉 搭配關山白米飯拌炒,128,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,香椿炒飯,,新鮮香樁剁碎加入雞蛋和杏包菇搭配關山白米飯拌炒香氣十足,128,蛋奶素
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,酸豇豆肉絲炒飯,,使用台灣豬里肌切絲和自製發酵酸豇豆拌炒,128,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,香酥銀絲卷,,先蒸後炸中式料理必點美食,68,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,私房拌麵線,,"手工麵線拌入麻油和雞蛋,最家常的美味",68 80,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,藜麥十穀飯,,藜麥及黑米和十種穀物混合開山白米飯坎製給您一天均衡所,20 20,
小團圓功夫私廚-高雄美食-左營中式料理餐廳_2.json,主食吃飽飽,,關山白米飯,,"使用台東關山米炊裂,我們只用好食材",15,
Hakim_Kaohsiung_唐諾廚房 Donald’s Kitchen_3.json,義式燉飯,RISOTTO,松露野菇燉飯,Mushroom and Truffle Risotto,Garlic. Onion. Mix mushrooms. Truffle paste and Parmesan cheese,310,
Hakim_Kaohsiung_唐諾廚房 Donald’s Kitchen_3.json,義式燉飯,RISOTTO,雞肉蘆筍燉飯,Chicken and Asparagus Risotto,Garlic. Onion. Chicken. Asparagus. Cream and Parmesan cheese,260,
Hakim_Kaohsiung_唐諾廚房 Donald’s Kitchen_3.json,義式燉飯,RISOTTO,茄汁菠菜香腸燉飯,Sausage and Spinach Risotto,Garlic. Onion. Sausage Spinach. Marinara sauce and Parmesan cheese,260,
Hakim_Kaohsiung_唐諾廚房 Donald’s Kitchen_3.json,義式燉飯,RISOTTO,奶油南瓜蟹肉燉飯,Crabmeat and Pumpkin Risotto,Onion. Garlic. Crabmeat. Pumpkin Cream and Parmesan cheese,300,
Hakim_Kaohsiung_唐諾廚房 Donald’s Kitchen_3.json,義式燉飯,RISOTTO,番紅花海鮮燉飯,Seafood Risotto with Saffron,Squid Crabmeat. Clams. shrimp. Mussel. Onion. Garlic. Saffron and cream,310,
Hakim_Kaohsiung_唐諾廚房 Donald’s Kitchen_3.json,義式燉飯,RISOTTO,茄汁干貝鮮蝦燉飯,Scallop and Shrimp Risotto,Shrimp. scallop. onion. Garlic. Basil and tomato sauce,330,
Yami Kitchen 可口廚坊_3.json,飽飯系列,,嫩雞培根燉飯,,(青醬/紅醬/奶油/蒜味奶油/特製辣醬),229,
Yami Kitchen 可口廚坊_3.json,飽飯系列,,綜合肉類燉飯,,(青醬/紅醬/奶油/蒜味奶油/特製辣醬),259,
Yami Kitchen 可口廚坊_3.json,飽飯系列,,綜合海鮮燉飯,,(青醬/紅醬/奶油/蒜味奶油/特製辣醬),289,
Yami Kitchen 可口廚坊_3.json,飽飯系列,,西班牙海鮮燉飯,,,289,(薑黃醬)
Yami Kitchen 可口廚坊_3.json,飽飯系列,,泰式咖哩飯,,,209,
Yami Kitchen 可口廚坊_3.json,飽飯系列,,墨西哥雞肉煎餅,,,229,
Yami Kitchen 可口廚坊_3.json,義式麵食,,燻腸培根蛋汁麵,,,189,
Yami Kitchen 可口廚坊_3.json,義式麵食,,嫩雞培根麵,,(青醬/紅醬/奶油),189,
Yami Kitchen 可口廚坊_3.json,義式麵食,,蒜香辣味義式炒麵,,,139,
Yami Kitchen 可口廚坊_3.json,義式麵食,,麻奶牛肉義大利麵,,,239,
Yami Kitchen 可口廚坊_3.json,義式麵食,,蛤蠣嫩雞奶油青醬麵,,,229,
Yami Kitchen 可口廚坊_3.json,義式麵食,,綜合海鮮麵,,(青醬/紅醬/奶油),239,
Yami Kitchen 可口廚坊_3.json,義式麵食,,泰式酸辣海鮮麵,,,239,
Yami Kitchen 可口廚坊_3.json,義式麵食,,青檸奶油鱸魚麵,,,259,
brendon_新串門子燒烤炸物_0.json,炸物,,洋蔥圈,,,50,
brendon_新串門子燒烤炸物_0.json,炸物,,炸芋粿,,,30,
brendon_新串門子燒烤炸物_0.json,炸物,,炸百頁,,,30,
brendon_新串門子燒烤炸物_0.json,炸物,,炸鮮奶,,,50,
brendon_新串門子燒烤炸物_0.json,炸物,,炸米血,,,30,
brendon_新串門子燒烤炸物_0.json,炸物,,鹹酥雞,,,60,
brendon_新串門子燒烤炸物_0.json,炸物,,麥克雞塊,,,40,
brendon_新串門子燒烤炸物_0.json,炸物,,炸豆干,,,30,
brendon_新串門子燒烤炸物_0.json,炸物,,微笑薯餅,,,40,
brendon_新串門子燒烤炸物_0.json,炸物,,炸甜不辣,,,30,
brendon_新串門子燒烤炸物_0.json,炸物,,雞蛋豆腐,,,50,
brendon_新串門子燒烤炸物_0.json,炸物,,蜂蜜芥末美式脆薯,,,50,
brendon_新串門子燒烤炸物_0.json,炸物,,炸雞排,,,85,
brendon_新串門子燒烤炸物_0.json,炸物,,醬烤雞排,,,100,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,經典花茶,,美式咖啡,,,$88,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,經典花茶,,拿鐵咖啡,,,$128,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,經典花茶,,卡布奇諾,,,$128,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,經典花茶,,焦糖拿鐵咖啡,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,經典花茶,,榛果拿鐵咖啡,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,經典花茶,,玫瑰拿鐵咖啡,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,特調冰沙、果汁,,英式紅茶,,,$88,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,特調冰沙、果汁,,英式伯爵茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,特調冰沙、果汁,,原味鬆餅,,,$100,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,特調冰沙、果汁,,熱帶風情茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,特調冰沙、果汁,,香蕉巧克力鬆餅,,,$168,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,特調冰沙、果汁,,英式蘋果茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,鮮果蜂蜜鬆餅,,,$168,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,伯爵鮮奶茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,鮮果焦糖鬆餅,,,$168,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,玫瑰鮮奶茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,鮮果蜜糖吐司塔,,,$168,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,焦糖鮮奶茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,鮮果焦糖吐司塔,,,$168,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,榛果鮮奶茶,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,鳳梨冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,柳橙冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,香蕉巧克力吐司塔,,,$168,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,柚子茶,,,$148,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,草莓冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,咖啡冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,芒果冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,百香果冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,黑糖薑茶,,,$148,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,西柚汁冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,拿鐵冰沙,,,$138,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,水果茶,,,$148,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,柳橙汁,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,西柚汁,,,$108,
brendon_恬緣果人文咖啡館 Suger Green Cafe_4.json,下午茶 超值飲品升級特惠,,百香果汁,,,$108,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,甜不辣,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,四季豆,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,脆皮雞排,,,75,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,脆薯條,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,玉米筍,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,香酥雞排,,,75,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,地瓜條,,,35,(甘梅、椒鹽)
brendon_橙爺雞排-竹南店_3.json,人氣主打,,花椰菜,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,鹽酥雞,,,65,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,小黃瓜,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,魷魚酥,,,65,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,雞蛋豆腐,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,糯米椒,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,唐揚雞塊,,,65,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,百頁豆腐,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,青椒,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,雞軟骨,,,65,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,炸湯圓,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,洋蔥,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,雞皮,,,50,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,QQ球,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,杏鮑菇,,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,雞胗(一串),,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,米血,,,25,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,雞心(一串),,,35,
brendon_橙爺雞排-竹南店_3.json,人氣主打,,豆干,,,25,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,雞屁股(一串),,,35,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,蘿蔔糕,,,25,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,油切綠茶,,,40,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,麥克雞塊,,,35,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,手工米腸,,,25,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,桂花烏龍,,,40,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,日式天婦羅,,,35,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,銀絲卷,,,25,(煉乳、椒鹽)
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,金杯紅茶,,,40,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,花枝丸,,,35,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,柳葉魚,,,45,
brendon_橙爺雞排-竹南店_3.json,D渴找茶,,桂花綠茶,,,40,
